start_time,end_time,peak_time,peak_flux,activity_level,confidence,duration_minutes
2026-06-10 05:11:01,2026-06-10 05:11:48,2026-06-10 05:11:48,10.0,1,60,0.78
2026-06-10 05:11:55,2026-06-10 05:11:55,2026-06-10 05:11:55,11.0,2,62,0.0
2026-06-10 05:12:09,2026-06-10 05:12:17,2026-06-10 05:12:09,15.0,1,58,0.13
2026-06-10 05:12:26,2026-06-10 05:12:58,2026-06-10 05:12:42,14.0,2,64,0.53
2026-06-10 05:13:02,2026-06-10 05:13:44,2026-06-10 05:13:13,18.0,1,60,0.7
2026-06-10 05:13:53,2026-06-10 05:14:01,2026-06-10 05:13:53,13.0,2,63,0.13
2026-06-10 05:14:08,2026-06-10 05:14:21,2026-06-10 05:14:08,16.0,1,58,0.22
2026-06-10 05:14:25,2026-06-10 05:15:04,2026-06-10 05:15:04,23.0,2,62,0.65
2026-06-10 05:15:13,2026-06-10 05:15:13,2026-06-10 05:15:13,18.0,3,66,0.0
2026-06-10 05:15:18,2026-06-10 05:15:39,2026-06-10 05:15:18,20.0,1,59,0.35
2026-06-10 05:15:43,2026-06-10 05:15:43,2026-06-10 05:15:43,12.0,2,62,0.0
2026-06-10 05:15:51,2026-06-10 05:15:58,2026-06-10 05:15:58,16.0,1,60,0.12
2026-06-10 05:16:05,2026-06-10 05:16:05,2026-06-10 05:16:05,25.0,3,71,0.0
2026-06-10 05:16:13,2026-06-10 05:16:21,2026-06-10 05:16:21,17.0,2,62,0.13
2026-06-10 05:16:23,2026-06-10 05:17:13,2026-06-10 05:16:37,21.0,1,60,0.83
2026-06-10 05:17:17,2026-06-10 05:17:17,2026-06-10 05:17:17,17.0,2,63,0.0
2026-06-10 05:17:41,2026-06-10 05:17:41,2026-06-10 05:17:41,12.0,1,58,0.0
2026-06-10 05:17:48,2026-06-10 05:17:48,2026-06-10 05:17:48,15.0,2,61,0.0
2026-06-10 05:17:57,2026-06-10 05:17:57,2026-06-10 05:17:57,13.0,1,60,0.0
2026-06-10 05:18:01,2026-06-10 05:18:21,2026-06-10 05:18:05,25.0,2,64,0.33
2026-06-10 05:18:28,2026-06-10 05:19:04,2026-06-10 05:18:41,16.0,1,59,0.6
2026-06-10 05:19:12,2026-06-10 05:19:36,2026-06-10 05:19:36,15.0,2,63,0.4
2026-06-10 05:19:44,2026-06-10 05:22:49,2026-06-10 05:21:18,19.0,1,60,3.08
2026-06-10 05:22:53,2026-06-10 05:22:53,2026-06-10 05:22:53,15.0,2,62,0.0
2026-06-10 05:23:00,2026-06-10 05:23:56,2026-06-10 05:23:00,15.0,1,60,0.93
2026-06-10 05:24:10,2026-06-10 05:24:10,2026-06-10 05:24:10,18.0,3,67,0.0
2026-06-10 05:24:29,2026-06-10 05:24:29,2026-06-10 05:24:29,18.0,1,58,0.0
2026-06-10 05:24:39,2026-06-10 05:24:39,2026-06-10 05:24:39,14.0,2,61,0.0
2026-06-10 05:24:46,2026-06-10 05:24:59,2026-06-10 05:24:54,16.0,1,59,0.22
2026-06-10 05:25:02,2026-06-10 05:25:02,2026-06-10 05:25:02,13.0,2,61,0.0
2026-06-10 05:25:10,2026-06-10 05:26:13,2026-06-10 05:25:50,17.0,1,60,1.05
2026-06-10 05:26:22,2026-06-10 05:26:30,2026-06-10 05:26:22,12.0,2,61,0.13
2026-06-10 05:26:36,2026-06-10 05:26:46,2026-06-10 05:26:46,17.0,1,58,0.17
2026-06-10 05:26:54,2026-06-10 05:26:54,2026-06-10 05:26:54,12.0,2,62,0.0
2026-06-10 05:26:59,2026-06-10 05:27:49,2026-06-10 05:27:42,17.0,1,60,0.83
2026-06-10 05:28:05,2026-06-10 05:28:05,2026-06-10 05:28:05,12.0,2,62,0.0
2026-06-10 05:28:21,2026-06-10 05:28:37,2026-06-10 05:28:37,11.0,1,59,0.27
2026-06-10 05:28:41,2026-06-10 05:28:41,2026-06-10 05:28:41,10.0,2,60,0.0
2026-06-10 05:28:50,2026-06-10 05:29:22,2026-06-10 05:28:56,18.0,1,59,0.53
2026-06-10 05:29:38,2026-06-10 05:29:38,2026-06-10 05:29:38,11.0,2,62,0.0
2026-06-10 05:29:44,2026-06-10 05:29:53,2026-06-10 05:29:53,15.0,1,60,0.15
2026-06-10 05:30:02,2026-06-10 05:30:02,2026-06-10 05:30:02,11.0,2,62,0.0
2026-06-10 05:30:09,2026-06-10 05:30:09,2026-06-10 05:30:09,7.0,1,57,0.0
2026-06-10 05:30:30,2026-06-10 05:30:30,2026-06-10 05:30:30,17.0,2,61,0.0
2026-06-10 05:30:33,2026-06-10 05:30:49,2026-06-10 05:30:40,16.0,1,58,0.27
2026-06-10 05:30:57,2026-06-10 05:31:06,2026-06-10 05:30:57,12.0,2,64,0.15
2026-06-10 05:31:10,2026-06-10 05:31:35,2026-06-10 05:31:13,16.0,1,60,0.42
2026-06-10 05:31:43,2026-06-10 05:31:43,2026-06-10 05:31:43,10.0,2,63,0.0
2026-06-10 05:31:51,2026-06-10 05:31:59,2026-06-10 05:31:51,10.0,1,60,0.13
2026-06-10 05:32:07,2026-06-10 05:32:07,2026-06-10 05:32:07,10.0,2,62,0.0
2026-06-10 05:32:15,2026-06-10 05:32:15,2026-06-10 05:32:15,8.0,1,58,0.0
2026-06-10 05:32:19,2026-06-10 05:32:19,2026-06-10 05:32:19,8.0,2,61,0.0
2026-06-10 05:32:22,2026-06-10 05:32:36,2026-06-10 05:32:22,10.0,1,57,0.23
2026-06-10 05:32:44,2026-06-10 05:32:44,2026-06-10 05:32:44,11.0,2,65,0.0
2026-06-10 05:32:51,2026-06-10 05:32:51,2026-06-10 05:32:51,16.0,3,69,0.0
2026-06-10 05:32:57,2026-06-10 05:32:57,2026-06-10 05:32:57,16.0,1,60,0.0
2026-06-10 05:32:59,2026-06-10 05:33:02,2026-06-10 05:32:59,19.0,2,63,0.05
2026-06-10 05:33:08,2026-06-10 05:33:40,2026-06-10 05:33:40,11.0,1,60,0.53
2026-06-10 05:33:56,2026-06-10 05:33:56,2026-06-10 05:33:56,11.0,2,64,0.0
2026-06-10 05:34:03,2026-06-10 05:34:36,2026-06-10 05:34:36,17.0,1,60,0.55
2026-06-10 05:34:51,2026-06-10 05:34:51,2026-06-10 05:34:51,15.0,3,66,0.0
2026-06-10 05:34:53,2026-06-10 05:35:28,2026-06-10 05:35:28,10.0,1,58,0.58
2026-06-10 05:35:43,2026-06-10 05:35:43,2026-06-10 05:35:43,9.0,2,61,0.0
2026-06-10 05:35:56,2026-06-10 05:35:56,2026-06-10 05:35:56,14.0,1,58,0.0
2026-06-10 05:36:07,2026-06-10 05:36:07,2026-06-10 05:36:07,11.0,2,64,0.0
2026-06-10 05:36:12,2026-06-10 05:36:30,2026-06-10 05:36:22,15.0,1,60,0.3
2026-06-10 05:36:37,2026-06-10 05:36:37,2026-06-10 05:36:37,10.0,2,63,0.0
2026-06-10 05:36:45,2026-06-10 05:36:45,2026-06-10 05:36:45,8.0,1,60,0.0
2026-06-10 05:36:53,2026-06-10 05:36:53,2026-06-10 05:36:53,12.0,2,64,0.0
2026-06-10 05:37:36,2026-06-10 05:38:07,2026-06-10 05:37:36,11.0,1,59,0.52
2026-06-10 05:38:16,2026-06-10 05:38:16,2026-06-10 05:38:16,12.0,3,65,0.0
2026-06-10 05:38:23,2026-06-10 05:38:23,2026-06-10 05:38:23,7.0,1,57,0.0
2026-06-10 05:38:32,2026-06-10 05:38:32,2026-06-10 05:38:32,11.0,2,65,0.0
2026-06-10 05:38:34,2026-06-10 05:38:34,2026-06-10 05:38:34,13.0,1,57,0.0
2026-06-10 05:38:39,2026-06-10 05:38:39,2026-06-10 05:38:39,11.0,2,62,0.0
2026-06-10 05:38:47,2026-06-10 05:38:47,2026-06-10 05:38:47,9.0,1,59,0.0
2026-06-10 05:38:55,2026-06-10 05:38:55,2026-06-10 05:38:55,13.0,2,64,0.0
2026-06-10 05:39:03,2026-06-10 05:39:15,2026-06-10 05:39:03,15.0,1,59,0.2
2026-06-10 05:39:19,2026-06-10 05:39:19,2026-06-10 05:39:19,2.0,2,62,0.0
2026-06-10 05:39:26,2026-06-10 05:39:26,2026-06-10 05:39:26,2.0,1,59,0.0
2026-06-10 05:39:33,2026-06-10 05:39:33,2026-06-10 05:39:33,11.0,2,65,0.0
2026-06-10 05:39:40,2026-06-10 05:41:22,2026-06-10 05:41:00,13.0,1,60,1.7
2026-06-10 05:41:24,2026-06-10 05:41:55,2026-06-10 05:41:31,10.0,2,65,0.52
2026-06-10 05:42:04,2026-06-10 05:42:42,2026-06-10 05:42:20,11.0,1,59,0.63
2026-06-10 05:42:58,2026-06-10 05:42:58,2026-06-10 05:42:58,10.0,2,62,0.0
2026-06-10 05:43:06,2026-06-10 05:43:22,2026-06-10 05:43:22,11.0,1,60,0.27
2026-06-10 05:43:38,2026-06-10 05:43:38,2026-06-10 05:43:38,8.0,2,61,0.0
2026-06-10 05:43:44,2026-06-10 05:43:51,2026-06-10 05:43:51,9.0,1,59,0.12
2026-06-10 05:43:52,2026-06-10 05:43:58,2026-06-10 05:43:52,10.0,2,62,0.1
2026-06-10 05:44:22,2026-06-10 05:44:33,2026-06-10 05:44:33,12.0,1,59,0.18
2026-06-10 05:44:37,2026-06-10 05:45:02,2026-06-10 05:44:37,9.0,2,63,0.42
2026-06-10 05:45:10,2026-06-10 05:45:10,2026-06-10 05:45:10,6.0,1,59,0.0
2026-06-10 05:45:16,2026-06-10 05:45:16,2026-06-10 05:45:16,15.0,2,62,0.0
2026-06-10 05:45:23,2026-06-10 05:45:23,2026-06-10 05:45:23,11.0,1,56,0.0
2026-06-10 05:45:26,2026-06-10 05:45:50,2026-06-10 05:45:42,9.0,2,64,0.4
2026-06-10 05:45:57,2026-06-10 05:45:57,2026-06-10 05:45:57,10.0,1,57,0.0
2026-06-10 05:45:58,2026-06-10 05:46:14,2026-06-10 05:46:06,10.0,2,64,0.27
2026-06-10 05:46:22,2026-06-10 05:46:30,2026-06-10 05:46:22,9.0,1,59,0.13
2026-06-10 05:46:38,2026-06-10 05:46:38,2026-06-10 05:46:38,6.0,2,61,0.0
2026-06-10 05:46:43,2026-06-10 05:46:45,2026-06-10 05:46:45,10.0,1,58,0.03
2026-06-10 05:47:01,2026-06-10 05:47:03,2026-06-10 05:47:01,13.0,2,65,0.03
2026-06-10 05:47:08,2026-06-10 05:47:22,2026-06-10 05:47:16,9.0,1,60,0.23
2026-06-10 05:47:39,2026-06-10 05:47:39,2026-06-10 05:47:39,10.0,2,63,0.0
2026-06-10 05:47:47,2026-06-10 05:47:47,2026-06-10 05:47:47,6.0,1,59,0.0
2026-06-10 05:47:54,2026-06-10 05:47:54,2026-06-10 05:47:54,8.0,2,61,0.0
2026-06-10 05:48:10,2026-06-10 05:48:18,2026-06-10 05:48:10,9.0,1,60,0.13
2026-06-10 05:48:26,2026-06-10 05:48:26,2026-06-10 05:48:26,7.0,2,62,0.0
2026-06-10 05:48:34,2026-06-10 05:48:34,2026-06-10 05:48:34,4.0,1,57,0.0
2026-06-10 05:48:44,2026-06-10 05:48:44,2026-06-10 05:48:44,12.0,3,67,0.0
2026-06-10 05:48:48,2026-06-10 05:50:00,2026-06-10 05:49:20,12.0,1,60,1.2
2026-06-10 05:50:08,2026-06-10 05:50:08,2026-06-10 05:50:08,8.0,2,61,0.0
2026-06-10 05:50:14,2026-06-10 05:50:14,2026-06-10 05:50:14,10.0,1,57,0.0
2026-06-10 05:50:24,2026-06-10 05:50:24,2026-06-10 05:50:24,7.0,2,60,0.0
2026-06-10 05:50:32,2026-06-10 05:50:32,2026-06-10 05:50:32,9.0,3,66,0.0
2026-06-10 05:50:40,2026-06-10 05:50:40,2026-06-10 05:50:40,7.0,2,61,0.0
2026-06-10 05:50:48,2026-06-10 05:50:48,2026-06-10 05:50:48,7.0,1,59,0.0
2026-06-10 05:50:59,2026-06-10 05:51:04,2026-06-10 05:51:04,10.0,2,61,0.08
2026-06-10 05:51:17,2026-06-10 05:51:17,2026-06-10 05:51:17,5.0,1,57,0.0
2026-06-10 05:51:25,2026-06-10 05:51:25,2026-06-10 05:51:25,7.0,2,61,0.0
2026-06-10 05:51:33,2026-06-10 05:51:33,2026-06-10 05:51:33,6.0,1,57,0.0
2026-06-10 05:51:50,2026-06-10 05:51:50,2026-06-10 05:51:50,8.0,2,61,0.0
2026-06-10 05:51:56,2026-06-10 05:51:56,2026-06-10 05:51:56,6.0,1,58,0.0
2026-06-10 05:52:03,2026-06-10 05:52:03,2026-06-10 05:52:03,9.0,2,64,0.0
2026-06-10 05:52:11,2026-06-10 05:52:32,2026-06-10 05:52:11,9.0,1,60,0.35
2026-06-10 05:52:35,2026-06-10 05:52:59,2026-06-10 05:52:35,16.0,2,63,0.4
2026-06-10 05:53:07,2026-06-10 05:53:07,2026-06-10 05:53:07,8.0,1,59,0.0
2026-06-10 05:53:15,2026-06-10 05:53:15,2026-06-10 05:53:15,8.0,2,61,0.0
2026-06-10 05:53:23,2026-06-10 05:53:37,2026-06-10 05:53:37,13.0,1,58,0.23
2026-06-10 05:53:39,2026-06-10 05:53:46,2026-06-10 05:53:39,10.0,2,64,0.12
2026-06-10 05:54:03,2026-06-10 05:54:11,2026-06-10 05:54:11,11.0,1,60,0.13
2026-06-10 05:54:26,2026-06-10 05:54:26,2026-06-10 05:54:26,8.0,2,62,0.0
2026-06-10 05:54:48,2026-06-10 05:55:26,2026-06-10 05:54:48,10.0,1,58,0.63
2026-06-10 05:55:35,2026-06-10 05:55:50,2026-06-10 05:55:35,8.0,2,63,0.25
2026-06-10 05:56:04,2026-06-10 05:56:04,2026-06-10 05:56:04,11.0,1,58,0.0
2026-06-10 05:56:06,2026-06-10 05:56:06,2026-06-10 05:56:06,6.0,2,61,0.0
2026-06-10 05:56:13,2026-06-10 05:56:18,2026-06-10 05:56:13,10.0,1,57,0.08
2026-06-10 05:56:29,2026-06-10 05:56:29,2026-06-10 05:56:29,10.0,3,66,0.0
2026-06-10 05:56:39,2026-06-10 05:57:53,2026-06-10 05:57:48,11.0,1,60,1.23
2026-06-10 05:57:56,2026-06-10 05:57:56,2026-06-10 05:57:56,10.0,2,64,0.0
2026-06-10 05:58:31,2026-06-10 05:58:31,2026-06-10 05:58:31,11.0,1,58,0.0
2026-06-10 05:58:43,2026-06-10 05:58:43,2026-06-10 05:58:43,10.0,2,65,0.0
2026-06-10 05:58:59,2026-06-10 05:59:07,2026-06-10 05:58:59,10.0,1,58,0.13
2026-06-10 05:59:08,2026-06-10 05:59:08,2026-06-10 05:59:08,11.0,2,64,0.0
2026-06-10 05:59:15,2026-06-10 05:59:49,2026-06-10 05:59:32,11.0,1,58,0.57
2026-06-10 05:59:55,2026-06-10 05:59:55,2026-06-10 05:59:55,11.0,3,66,0.0
2026-06-10 06:00:18,2026-06-10 06:00:19,2026-06-10 06:00:18,11.0,1,58,0.02
2026-06-10 06:00:27,2026-06-10 06:00:27,2026-06-10 06:00:27,11.0,3,65,0.0
2026-06-10 06:00:35,2026-06-10 06:00:51,2026-06-10 06:00:35,12.0,1,59,0.27
2026-06-10 06:01:07,2026-06-10 06:01:07,2026-06-10 06:01:07,10.0,2,61,0.0
2026-06-10 06:01:15,2026-06-10 06:01:39,2026-06-10 06:01:31,8.0,1,60,0.4
2026-06-10 06:01:46,2026-06-10 06:01:46,2026-06-10 06:01:46,9.0,2,65,0.0
2026-06-10 06:01:54,2026-06-10 06:01:54,2026-06-10 06:01:54,5.0,1,57,0.0
2026-06-10 06:02:02,2026-06-10 06:02:02,2026-06-10 06:02:02,13.0,3,71,0.0
2026-06-10 06:02:08,2026-06-10 06:02:25,2026-06-10 06:02:13,12.0,1,58,0.28
2026-06-10 06:02:29,2026-06-10 06:02:29,2026-06-10 06:02:29,10.0,2,62,0.0
2026-06-10 06:02:31,2026-06-10 06:02:53,2026-06-10 06:02:37,13.0,1,60,0.37
2026-06-10 06:03:00,2026-06-10 06:03:00,2026-06-10 06:03:00,11.0,2,61,0.0
2026-06-10 06:03:09,2026-06-10 06:03:39,2026-06-10 06:03:09,15.0,1,60,0.5
2026-06-10 06:03:40,2026-06-10 06:03:40,2026-06-10 06:03:40,13.0,2,62,0.0
2026-06-10 06:03:48,2026-06-10 06:03:48,2026-06-10 06:03:48,9.0,1,58,0.0
2026-06-10 06:03:56,2026-06-10 06:03:56,2026-06-10 06:03:56,16.0,3,70,0.0
2026-06-10 06:04:06,2026-06-10 06:04:59,2026-06-10 06:04:20,14.0,1,60,0.88
2026-06-10 06:05:07,2026-06-10 06:05:15,2026-06-10 06:05:15,10.0,2,61,0.13
2026-06-10 06:05:23,2026-06-10 06:05:23,2026-06-10 06:05:23,7.0,1,58,0.0
2026-06-10 06:05:39,2026-06-10 06:05:39,2026-06-10 06:05:39,13.0,3,65,0.0
2026-06-10 06:05:47,2026-06-10 06:07:37,2026-06-10 06:06:17,13.0,1,60,1.83
2026-06-10 06:07:47,2026-06-10 06:07:47,2026-06-10 06:07:47,14.0,3,67,0.0
2026-06-10 06:08:36,2026-06-10 06:09:00,2026-06-10 06:08:44,11.0,1,59,0.4
2026-06-10 06:09:08,2026-06-10 06:09:08,2026-06-10 06:09:08,10.0,3,66,0.0
2026-06-10 06:09:16,2026-06-10 06:09:38,2026-06-10 06:09:38,8.0,1,60,0.37
2026-06-10 06:09:54,2026-06-10 06:10:18,2026-06-10 06:10:18,11.0,2,65,0.4
2026-06-10 06:10:20,2026-06-10 06:10:36,2026-06-10 06:10:34,12.0,1,58,0.27
2026-06-10 06:10:50,2026-06-10 06:10:50,2026-06-10 06:10:50,7.0,2,61,0.0
2026-06-10 06:10:52,2026-06-10 06:10:52,2026-06-10 06:10:52,10.0,1,57,0.0
2026-06-10 06:10:58,2026-06-10 06:10:58,2026-06-10 06:10:58,10.0,2,63,0.0
2026-06-10 06:11:01,2026-06-10 06:11:01,2026-06-10 06:11:01,11.0,1,57,0.0
2026-06-10 06:11:05,2026-06-10 06:11:10,2026-06-10 06:11:05,16.0,2,64,0.08
2026-06-10 06:11:12,2026-06-10 06:11:45,2026-06-10 06:11:28,13.0,1,58,0.55
2026-06-10 06:11:50,2026-06-10 06:11:50,2026-06-10 06:11:50,11.0,3,66,0.0
2026-06-10 06:11:59,2026-06-10 06:12:12,2026-06-10 06:12:12,10.0,1,60,0.22
2026-06-10 06:12:14,2026-06-10 06:12:14,2026-06-10 06:12:14,11.0,2,65,0.0
2026-06-10 06:12:20,2026-06-10 06:13:08,2026-06-10 06:12:20,9.0,1,59,0.8
2026-06-10 06:13:24,2026-06-10 06:13:24,2026-06-10 06:13:24,7.0,2,62,0.0
2026-06-10 06:13:40,2026-06-10 06:13:40,2026-06-10 06:13:40,8.0,1,59,0.0
2026-06-10 06:14:03,2026-06-10 06:14:17,2026-06-10 06:14:03,8.0,2,62,0.23
2026-06-10 06:14:22,2026-06-10 06:14:33,2026-06-10 06:14:25,11.0,1,59,0.18
2026-06-10 06:14:39,2026-06-10 06:14:39,2026-06-10 06:14:39,16.0,2,65,0.0
2026-06-10 06:14:48,2026-06-10 06:14:48,2026-06-10 06:14:48,4.0,1,57,0.0
2026-06-10 06:14:57,2026-06-10 06:14:57,2026-06-10 06:14:57,7.0,2,62,0.0
2026-06-10 06:15:04,2026-06-10 06:15:08,2026-06-10 06:15:04,13.0,1,60,0.07
2026-06-10 06:15:13,2026-06-10 06:15:21,2026-06-10 06:15:21,10.0,2,65,0.13
2026-06-10 06:15:28,2026-06-10 06:15:39,2026-06-10 06:15:37,10.0,1,60,0.18
2026-06-10 06:15:43,2026-06-10 06:16:00,2026-06-10 06:16:00,13.0,2,62,0.28
2026-06-10 06:16:07,2026-06-10 06:17:18,2026-06-10 06:16:46,11.0,1,60,1.18
2026-06-10 06:17:26,2026-06-10 06:17:26,2026-06-10 06:17:26,7.0,2,62,0.0
2026-06-10 06:17:42,2026-06-10 06:17:50,2026-06-10 06:17:42,8.0,1,58,0.13
2026-06-10 06:17:57,2026-06-10 06:18:22,2026-06-10 06:17:57,11.0,2,64,0.42
2026-06-10 06:18:26,2026-06-10 06:18:26,2026-06-10 06:18:26,8.0,1,60,0.0
2026-06-10 06:18:34,2026-06-10 06:18:34,2026-06-10 06:18:34,11.0,2,61,0.0
2026-06-10 06:18:41,2026-06-10 06:18:41,2026-06-10 06:18:41,10.0,1,57,0.0
2026-06-10 06:18:42,2026-06-10 06:18:42,2026-06-10 06:18:42,9.0,2,61,0.0
2026-06-10 06:18:50,2026-06-10 06:19:28,2026-06-10 06:19:02,13.0,1,60,0.63
2026-06-10 06:19:36,2026-06-10 06:19:36,2026-06-10 06:19:36,10.0,3,67,0.0
2026-06-10 06:19:44,2026-06-10 06:20:38,2026-06-10 06:20:00,13.0,1,60,0.9
2026-06-10 06:20:48,2026-06-10 06:20:48,2026-06-10 06:20:48,12.0,3,66,0.0
2026-06-10 06:20:52,2026-06-10 06:21:06,2026-06-10 06:21:02,13.0,1,59,0.23
2026-06-10 06:21:35,2026-06-10 06:21:58,2026-06-10 06:21:58,9.0,2,63,0.38
2026-06-10 06:22:21,2026-06-10 06:22:35,2026-06-10 06:22:28,13.0,1,57,0.23
2026-06-10 06:22:39,2026-06-10 06:22:39,2026-06-10 06:22:39,17.0,2,63,0.0
2026-06-10 06:22:41,2026-06-10 06:23:48,2026-06-10 06:23:40,14.0,1,60,1.12
2026-06-10 06:23:56,2026-06-10 06:24:04,2026-06-10 06:24:04,10.0,2,63,0.13
2026-06-10 06:24:20,2026-06-10 06:24:44,2026-06-10 06:24:44,14.0,1,59,0.4
2026-06-10 06:24:48,2026-06-10 06:24:48,2026-06-10 06:24:48,9.0,2,62,0.0
2026-06-10 06:24:57,2026-06-10 06:25:05,2026-06-10 06:25:05,13.0,1,60,0.13
2026-06-10 06:25:11,2026-06-10 06:25:11,2026-06-10 06:25:11,1.0,2,62,0.0
2026-06-10 06:25:35,2026-06-10 06:26:05,2026-06-10 06:25:42,15.0,1,60,0.5
2026-06-10 06:26:13,2026-06-10 06:26:13,2026-06-10 06:26:13,8.0,2,61,0.0
2026-06-10 06:26:25,2026-06-10 06:26:25,2026-06-10 06:26:25,12.0,1,58,0.0
2026-06-10 06:26:47,2026-06-10 06:26:47,2026-06-10 06:26:47,12.0,2,64,0.0
2026-06-10 06:26:49,2026-06-10 06:28:06,2026-06-10 06:26:52,13.0,1,59,1.28
2026-06-10 06:28:13,2026-06-10 06:28:13,2026-06-10 06:28:13,12.0,2,63,0.0
2026-06-10 06:28:28,2026-06-10 06:28:28,2026-06-10 06:28:28,7.0,1,58,0.0
2026-06-10 06:28:36,2026-06-10 06:28:36,2026-06-10 06:28:36,10.0,2,64,0.0
2026-06-10 06:28:44,2026-06-10 06:29:01,2026-06-10 06:28:44,5.0,1,57,0.28
2026-06-10 06:29:05,2026-06-10 06:29:05,2026-06-10 06:29:05,13.0,3,66,0.0
2026-06-10 06:29:07,2026-06-10 06:29:07,2026-06-10 06:29:07,8.0,1,59,0.0
2026-06-10 06:29:09,2026-06-10 06:29:09,2026-06-10 06:29:09,16.0,2,61,0.0
2026-06-10 06:29:13,2026-06-10 06:29:44,2026-06-10 06:29:29,14.0,1,59,0.52
2026-06-10 06:29:52,2026-06-10 06:29:52,2026-06-10 06:29:52,9.0,2,62,0.0
2026-06-10 06:30:07,2026-06-10 06:30:47,2026-06-10 06:30:32,13.0,1,60,0.67
2026-06-10 06:30:55,2026-06-10 06:30:55,2026-06-10 06:30:55,14.0,3,70,0.0
2026-06-10 06:31:03,2026-06-10 06:32:14,2026-06-10 06:32:06,11.0,1,59,1.18
2026-06-10 06:32:22,2026-06-10 06:32:25,2026-06-10 06:32:22,15.0,2,63,0.05
2026-06-10 06:32:30,2026-06-10 06:32:30,2026-06-10 06:32:30,8.0,1,57,0.0
2026-06-10 06:32:38,2026-06-10 06:32:38,2026-06-10 06:32:38,9.0,2,62,0.0
2026-06-10 06:32:41,2026-06-10 06:32:41,2026-06-10 06:32:41,15.0,1,60,0.0
2026-06-10 06:32:46,2026-06-10 06:32:46,2026-06-10 06:32:46,11.0,2,65,0.0
2026-06-10 06:32:54,2026-06-10 06:33:33,2026-06-10 06:33:02,12.0,1,60,0.65
2026-06-10 06:33:41,2026-06-10 06:33:41,2026-06-10 06:33:41,7.0,2,61,0.0
2026-06-10 06:33:49,2026-06-10 06:35:04,2026-06-10 06:34:40,13.0,1,60,1.25
2026-06-10 06:35:12,2026-06-10 06:35:12,2026-06-10 06:35:12,8.0,2,61,0.0
2026-06-10 06:35:19,2026-06-10 06:35:19,2026-06-10 06:35:19,11.0,3,68,0.0
2026-06-10 06:35:28,2026-06-10 06:35:45,2026-06-10 06:35:36,14.0,2,64,0.28
2026-06-10 06:36:02,2026-06-10 06:36:28,2026-06-10 06:36:08,11.0,1,60,0.43
2026-06-10 06:36:43,2026-06-10 06:36:43,2026-06-10 06:36:43,14.0,2,61,0.0
2026-06-10 06:36:44,2026-06-10 06:36:44,2026-06-10 06:36:44,9.0,1,59,0.0
2026-06-10 06:36:52,2026-06-10 06:36:52,2026-06-10 06:36:52,7.0,2,61,0.0
2026-06-10 06:36:59,2026-06-10 06:37:47,2026-06-10 06:37:47,11.0,1,60,0.8
2026-06-10 06:37:55,2026-06-10 06:37:55,2026-06-10 06:37:55,10.0,2,63,0.0
2026-06-10 06:38:03,2026-06-10 06:38:03,2026-06-10 06:38:03,9.0,3,66,0.0
2026-06-10 06:38:11,2026-06-10 06:38:34,2026-06-10 06:38:21,12.0,1,60,0.38
2026-06-10 06:38:43,2026-06-10 06:38:51,2026-06-10 06:38:43,8.0,2,62,0.13
2026-06-10 06:38:59,2026-06-10 06:40:02,2026-06-10 06:39:46,12.0,1,59,1.05
2026-06-10 06:40:17,2026-06-10 06:40:17,2026-06-10 06:40:17,7.0,2,62,0.0
2026-06-10 06:40:25,2026-06-10 06:40:33,2026-06-10 06:40:33,12.0,1,59,0.13
2026-06-10 06:40:49,2026-06-10 06:40:49,2026-06-10 06:40:49,13.0,2,65,0.0
2026-06-10 06:40:57,2026-06-10 06:40:57,2026-06-10 06:40:57,6.0,1,58,0.0
2026-06-10 06:41:05,2026-06-10 06:41:05,2026-06-10 06:41:05,10.0,2,61,0.0
2026-06-10 06:41:12,2026-06-10 06:41:20,2026-06-10 06:41:12,6.0,1,59,0.13
2026-06-10 06:41:29,2026-06-10 06:41:44,2026-06-10 06:41:29,11.0,2,65,0.25
2026-06-10 06:41:50,2026-06-10 06:42:12,2026-06-10 06:42:12,12.0,1,59,0.37
2026-06-10 06:42:15,2026-06-10 06:42:15,2026-06-10 06:42:15,8.0,2,62,0.0
2026-06-10 06:42:23,2026-06-10 06:42:23,2026-06-10 06:42:23,6.0,1,58,0.0
2026-06-10 06:42:39,2026-06-10 06:42:39,2026-06-10 06:42:39,8.0,2,63,0.0
2026-06-10 06:42:46,2026-06-10 06:42:46,2026-06-10 06:42:46,10.0,3,67,0.0
2026-06-10 06:42:48,2026-06-10 06:43:42,2026-06-10 06:43:23,15.0,1,60,0.9
2026-06-10 06:43:49,2026-06-10 06:43:49,2026-06-10 06:43:49,9.0,2,64,0.0
2026-06-10 06:43:58,2026-06-10 06:44:04,2026-06-10 06:44:04,11.0,1,59,0.1
2026-06-10 06:44:06,2026-06-10 06:44:06,2026-06-10 06:44:06,12.0,3,67,0.0
2026-06-10 06:44:13,2026-06-10 06:44:29,2026-06-10 06:44:15,14.0,1,59,0.27
2026-06-10 06:44:37,2026-06-10 06:44:37,2026-06-10 06:44:37,8.0,2,61,0.0
2026-06-10 06:44:53,2026-06-10 06:45:06,2026-06-10 06:44:53,11.0,1,60,0.22
2026-06-10 06:45:07,2026-06-10 06:45:07,2026-06-10 06:45:07,13.0,3,66,0.0
